parnumber,maf,cat,cat3,cap,pkg,val,dff,
DE1E3KX152MB4BP01F,Murata Electronics,电容,,1500pF,,,±20%,
PCV1C471MCL1GS,Nichicon,电容,,470uF,,16VDC,±20%,
DEA1X3D120JC1B,Murata Electronics,电容,,12pF,,2kVDC,±5%,
DEA1X3F100JP3A,Murata Electronics,电容,,10pF,,3.15kVDC,±5%,
B32921C3223K289,EPCOS / TDK,电容,,0.022uF,,630VDC,±10%,
16SEF180M,Panasonic,电容,,180uF,,16VDC,±20%,
LDBAA2220GC5N0,KEMET,电容,,0.022uF,,16VDC,±2%,
LDEPD1100KA5N00,KEMET,电容,,1000pF,,630VDC,±10%,
LDEIE3220KA0N00,KEMET,电容,,0.22uF,,250VDC,±10%,
LDEDF4330KA0N00,KEMET,电容,,3.3uF,,63VDC,±10%,
168223K100A-F,Cornell Dubilier - CDE,电容,,0.022uF,,100VDC,±10%,
PCX1C101MCL1GS,Nichicon,电容,,100uF,,16VDC,±20%,
PCK0G471MCO1GS,Nichicon,电容,,470uF,,4VDC,±20%,
PCG1A820MCL1GS,Nichicon,电容,,82uF,,10VDC,±20%,
LAQ2G680MELZ25,Nichicon,电容,,68uF,,400VDC,±20%,
DE6E3KJ222MA3B,Murata Electronics,电容,,2200pF,,,±20%,
LDEIA1100KA0N00,KEMET,电容,,1000pF,,250VDC,±10%,
LDEME2680KA5N00,KEMET,电容,,0.068uF,,400VDC,±10%,
P409EL474M275AH151,KEMET,电容,,0.47uF,,630VDC,±20%,
167473J100A-F,Cornell Dubilier - CDE,电容,,0.047uF,,100VDC,±5%,
167332J630A-F,Cornell Dubilier - CDE,电容,,3300pF,,630VDC,±5%,
DEA1X3F120JCDB,Murata Electronics,电容,,12pF,,3.15kVDC,±5%,
DEA1X3F470JP3A,Murata Electronics,电容,,47pF,,3.15kVDC,±5%,
DEBB33D152KN2A,Murata Electronics,电容,,1500pF,,2kVDC,±10%,
B32924D3335M000,EPCOS / TDK,电容,,3.3uF,,630VDC,±20%,
107CKE400M,Illinois Capacitor / CDE,电容,,100uF,,400VDC,±20%,
LAR2W101MELA25,Nichicon,电容,,100uF,,450VDC,±20%,
DEBB33F471KD3B,Murata Electronics,电容,,470pF,,3.15kVDC,±10%,
DEBB33D472KB3B,Murata Electronics,电容,,4700pF,,2kVDC,±10%,
LDEIC2220KA0N00,KEMET,电容,,0.022uF,,250VDC,±10%,
DEA1X3F150JP3A,Murata Electronics,电容,,15pF,,3.15kVDC,±5%,
DEA1X3F391JA3B,Murata Electronics,电容,,390pF,,3.15kVDC,±5%,
P409EL474M275AH101,KEMET,电容,,0.47uF,,630VDC,±20%,
LDEEG4330KA0N00,KEMET,电容,,3.3uF,,100VDC,±10%,
DEBB33D101KD1B,Murata Electronics,电容,,100pF,,2kVDC,±10%,
DEBF33D102ZD1B,Murata Electronics,电容,,1000pF,,2kVDC,±20%,
DEA1X3F330JP3A,Murata Electronics,电容,,33pF,,3.15kVDC,±5%,
DEA1X3F101JB3B,Murata Electronics,电容,,100pF,,3.15kVDC,±5%,
LDEDA2330KA0N00,KEMET,电容,,0.033uF,,63VDC,±10%,
LDECC2680KA5N00,KEMET,电容,,0.068uF,,50VDC,±10%,
LDEMD2220KA5N00,KEMET,电容,,0.022uF,,400VDC,±10%,
P410CP683M300AH101,KEMET,电容,,0.068uF,,630VDC,±20%,
P409EJ224M275AH331,KEMET,电容,,0.22uF,,630VDC,±20%,
107SAK035M,Illinois Capacitor / CDE,电容,,100uF,,35VDC,,
LAK2D470MELZ20,Nichicon,电容,,47uF,,200VDC,±20%,
107LBA400M2BD,Cornell Dubilier - CDE,电容,,100uF,,,,
MP3X2-.15/275/20P22,WIMA,电容,,0.15uF,,,±20%,
OTBH105KNPIR-F,Cornell Dubilier - CDE,电容,,1uF,,1.5kVDC,±10%,
101X663U040DF2B,Cornell Dubilier - CDE,电容,,66000uF,,,,
